Sales Person,Geography,Product,Date,Sales,Boxes
Dennison Crosswaite,USA  ,Eclairs,23/2/2023,"$6,116 ",174
Roddy Speechley,New Zealand  ,70% Dark Bites,23/2/2023,"$4,903 ",35
Kaine Padly,India,50% Dark Bites,24/2/2023,$392 ,461
Curtice Advani,New Zealand  ,Orange Choco,24/2/2023,"$1,235 ",313
Van Tuxwell,Canada,White Choc,24/2/2023,"$3,537 ",168
Beverie Moffet,New Zealand,Almond Choco,24/2/2023,"$4,680 ",1097
Oby Sorrel,New Zealand,70% Dark Bites,24/2/2023,"$4,649 ",162
Jehu Rudeforth,India,Milk Bars,24/2/2023,"$3,202 ",74
Beverie Moffet,India   ,Raspberry Choco,24/2/2023,"$9,074 ",340
Jehu Rudeforth,UK  ,Caramel Stuffed Bars,24/2/2023,"$9,252 ",17
Kelci Walkden,New Zealand ,Baker's Choco Chips,24/2/2023,"$5,747 ",267
Mallorie Waber,Canada  ,Smooth Silky Salty,24/2/2023,$596 ,608
Curtice Advani,Canada,70% Dark Bites,24/2/2023,"$2,482 ",81
Marney O'Breen,Australia ,85% Dark Bars,24/2/2023,"$4,928 ",398
Oby Sorrel,Australia   ,After Nines,24/2/2023,"$8,512 ",190
Camilla Castle,UK  ,Baker's Choco Chips,24/2/2023,$164 ,75
Kaine Padly,Australia ,After Nines,24/2/2023,"$8,730 ",398
Husein Augar,USA ,Smooth Silky Salty,24/2/2023,"$7,612 ",890
Oby Sorrel,Canada,Spicy Special Slims,24/2/2023,$977 ,223
Ches Bonnell,Canada   ,Manuka Honey Choco,24/2/2023,"$1,526 ",191
Camilla Castle,New Zealand  ,Drinking Coco,24/2/2023,"$5,065 ",304
Kaine Padly,USA,Eclairs,24/2/2023,"$2,648 ",287
Madelene Upcott,India   ,Drinking Coco,24/2/2023,"$5,139 ",541
Madelene Upcott,USA,Almond Choco,24/2/2023,"$2,115 ",27
Kelci Walkden,New Zealand,50% Dark Bites,24/2/2023,"$9,340 ",97
Dotty Strutley,USA   ,Caramel Stuffed Bars,24/2/2023,$410 ,571
Dennison Crosswaite,Australia   ,Raspberry Choco,24/2/2023,"$3,110 ",164
Mallorie Waber,India,Fruit & Nut Bars,24/2/2023,"$9,434 ",7
Madelene Upcott,UK  ,Organic Choco Syrup,27/2/2023,"$13,847 ",301
Andria Kimpton,India   ,Mint Chip Choco,27/2/2023,$25 ,160
Barr Faughny,USA,Spicy Special Slims,27/2/2023,"$3,654 ",99
Wilone O'Kielt,Australia  ,Smooth Silky Salty,27/2/2023,"$4,232 ",370
Jan Morforth,New Zealand  ,Fruit & Nut Bars,27/2/2023,"$4,653 ",961
Barr Faughny,UK,Organic Choco Syrup,27/2/2023,"$1,744 ",182
Gigi Bohling,India  ,White Choc,27/2/2023,$470 ,477
Ches Bonnell,USA ,Smooth Silky Salty,28/2/2023,"$10,337 ",119
Van Tuxwell,Canada ,Manuka Honey Choco,28/2/2023,"$2,453 ",230
Van Tuxwell,Australia   ,Fruit & Nut Bars,28/2/2023,"$5,033 ",334
Dotty Strutley,Australia  ,85% Dark Bars,28/2/2023,$182 ,132
Gigi Bohling,USA ,50% Dark Bites,28/2/2023,$140 ,140
Wilone O'Kielt,New Zealand  ,Peanut Butter Cubes,28/2/2023,"$3,798 ",128
Oby Sorrel,USA,85% Dark Bars,28/2/2023,"$4,817 ",477
Van Tuxwell,New Zealand   ,Manuka Honey Choco,28/2/2023,"$14,011 ",221
Kelci Walkden,India   ,99% Dark & Pure,28/2/2023,"$10,445 ",214
Karlen McCaffrey,New Zealand   ,Spicy Special Slims,28/2/2023,"$4,599 ",372
Karlen McCaffrey,USA ,Smooth Silky Salty,28/2/2023,"$3,130 ",357
Dennison Crosswaite,New Zealand,Peanut Butter Cubes,28/2/2023,"$7,686 ",4
Rafaelita Blaksland,New Zealand  ,Baker's Choco Chips,28/2/2023,"$8,847 ",899
Ches Bonnell,Canada ,Spicy Special Slims,28/2/2023,"$7,783 ",474
Wilone O'Kielt,Australia  ,Almond Choco,28/2/2023,"$11,561 ",602
Karlen McCaffrey,UK  ,Orange Choco,28/2/2023,"$11,129 ",263
Madelene Upcott,UK,Baker's Choco Chips,28/2/2023,"$3,805 ",1112
Jehu Rudeforth,India ,Almond Choco,28/2/2023,"$6,795 ",532
Camilla Castle,USA,Peanut Butter Cubes,28/2/2023,"$9,747 ",48
Andria Kimpton,UK  ,Raspberry Choco,28/2/2023,"$1,393 ",393
Andria Kimpton,New Zealand  ,Fruit & Nut Bars,1/3/2023,"$12,796 ",474
Gigi Bohling,Australia,85% Dark Bars,1/3/2023,"$3,562 ",1017
Ches Bonnell,Australia ,Organic Choco Syrup,1/3/2023,"$14,303 ",66
Kelci Walkden,India,Fruit & Nut Bars,1/3/2023,"$13,075 ",24
Dotty Strutley,USA ,Smooth Silky Salty,1/3/2023,"$7,335 ",330
Dennison Crosswaite,New Zealand  ,Mint Chip Choco,1/3/2023,"$1,148 ",301
Van Tuxwell,Australia,Eclairs,1/3/2023,"$1,613 ",27
Wilone O'Kielt,New Zealand   ,Milk Bars,1/3/2023,"$9,502 ",156
Marney O'Breen,India   ,50% Dark Bites,1/3/2023,"$4,419 ",296
Camilla Castle,India  ,99% Dark & Pure,1/3/2023,"$6,206 ",259
Jehu Rudeforth,Australia  ,Milk Bars,1/3/2023,"$3,260 ",127
Jehu Rudeforth,India,Fruit & Nut Bars,1/3/2023,"$8,791 ",348
Husein Augar,Canada,50% Dark Bites,1/3/2023,"$7,603 ",213
Rafaelita Blaksland,UK   ,Smooth Silky Salty,1/3/2023,"$20,036 ",56
Dotty Strutley,India ,Spicy Special Slims,1/3/2023,"$5,000 ",12
Beverie Moffet,New Zealand  ,After Nines,1/3/2023,$284 ,206
Kaine Padly,Australia ,85% Dark Bars,1/3/2023,"$3,578 ",139
Brien Boise,New Zealand ,Baker's Choco Chips,1/3/2023,"$1,204 ",619
Brien Boise,Canada  ,85% Dark Bars,1/3/2023,"$8,550 ",603
Camilla Castle,Australia,After Nines,1/3/2023,"$3,542 ",55
Marney O'Breen,India  ,Raspberry Choco,1/3/2023,"$1,877 ",680
Mallorie Waber,New Zealand  ,White Choc,1/3/2023,"$12,906 ",80
Brien Boise,USA,Organic Choco Syrup,1/3/2023,"$5,522 ",49
Kelci Walkden,Australia,Peanut Butter Cubes,1/3/2023,"$6,926 ",18
Wilone O'Kielt,UK   ,Spicy Special Slims,1/3/2023,"$3,600 ",236
Wilone O'Kielt,UK ,50% Dark Bites,2/3/2023,"$3,697 ",952
Oby Sorrel,New Zealand,Organic Choco Syrup,2/3/2023,"$13,932 ",360
Roddy Speechley,New Zealand   ,Raspberry Choco,2/3/2023,"$1,424 ",186
Gunar Cockshoot,New Zealand  ,Fruit & Nut Bars,2/3/2023,$482 ,88
Andria Kimpton,Australia ,Smooth Silky Salty,2/3/2023,"$6,561 ",188
Brien Boise,New Zealand,99% Dark & Pure,2/3/2023,"$5,886 ",119
Ches Bonnell,UK ,Choco Coated Almonds,2/3/2023,$736 ,588
Gigi Bohling,USA   ,Choco Coated Almonds,2/3/2023,"$2,628 ",387
Andria Kimpton,New Zealand   ,After Nines,2/3/2023,"$4,619 ",448
Jehu Rudeforth,USA   ,Drinking Coco,2/3/2023,"$5,816 ",215
Kaine Padly,Australia,Milk Bars,2/3/2023,"$3,911 ",137
Roddy Speechley,India ,Choco Coated Almonds,2/3/2023,"$2,538 ",80
Jehu Rudeforth,Australia,Spicy Special Slims,2/3/2023,"$2,664 ",438
Brien Boise,India,85% Dark Bars,2/3/2023,"$2,727 ",7
Dennison Crosswaite,New Zealand   ,Baker's Choco Chips,2/3/2023,"$5,344 ",816
Dennison Crosswaite,Canada ,85% Dark Bars,2/3/2023,"$10,161 ",312
Camilla Castle,India  ,85% Dark Bars,2/3/2023,$826 ,90
Husein Augar,India,Manuka Honey Choco,2/3/2023,"$12,852 ",247
Kelci Walkden,UK ,Fruit & Nut Bars,2/3/2023,"$10,260 ",413
Karlen McCaffrey,Canada,Fruit & Nut Bars,2/3/2023,"$4,327 ",25
Marney O'Breen,New Zealand  ,Milk Bars,2/3/2023,"$1,148 ",349
Wilone O'Kielt,India   ,Choco Coated Almonds,2/3/2023,"$10,008 ",499
Andria Kimpton,Australia,Raspberry Choco,2/3/2023,"$8,825 ",98
Jehu Rudeforth,Canada  ,Baker's Choco Chips,3/3/2023,"$2,205 ",146
Ches Bonnell,India,85% Dark Bars,3/3/2023,"$3,983 ",349
Brien Boise,India,Milk Bars,3/3/2023,"$1,910 ",287
Andria Kimpton,New Zealand ,Raspberry Choco,3/3/2023,"$1,024 ",1109
Madelene Upcott,Canada,Orange Choco,3/3/2023,"$9,479 ",657
Roddy Speechley,UK,Organic Choco Syrup,3/3/2023,"$16,108 ",46
Andria Kimpton,UK,Choco Coated Almonds,3/3/2023,"$9,754 ",848
Husein Augar,India,Milk Bars,3/3/2023,"$19,143 ",135
Jehu Rudeforth,USA  ,Organic Choco Syrup,3/3/2023,"$7,614 ",405
Madelene Upcott,Australia,50% Dark Bites,3/3/2023,"$9,248 ",16
Gunar Cockshoot,India   ,Caramel Stuffed Bars,3/3/2023,"$4,489 ",830
Rafaelita Blaksland,UK ,After Nines,3/3/2023,"$7,094 ",248
Curtice Advani,USA  ,Smooth Silky Salty,3/3/2023,"$12,335 ",56
Dotty Strutley,Canada  ,Organic Choco Syrup,3/3/2023,"$10,098 ",205
Van Tuxwell,Canada  ,99% Dark & Pure,3/3/2023,"$7,029 ",39
Curtice Advani,India   ,Caramel Stuffed Bars,3/3/2023,"$7,288 ",1103
Roddy Speechley,UK   ,Eclairs,3/3/2023,"$2,723 ",235
Curtice Advani,Australia  ,Almond Choco,6/3/2023,"$4,822 ",60
Rafaelita Blaksland,USA  ,50% Dark Bites,6/3/2023,"$9,407 ",2909
Barr Faughny,India   ,Caramel Stuffed Bars,6/3/2023,"$2,237 ",18
Kelci Walkden,New Zealand,After Nines,6/3/2023,"$6,406 ",594
Husein Augar,Canada,50% Dark Bites,6/3/2023,"$1,141 ",481
Dotty Strutley,New Zealand,Baker's Choco Chips,6/3/2023,"$1,622 ",385
Dennison Crosswaite,USA  ,Caramel Stuffed Bars,6/3/2023,"$15,064 ",557
Dennison Crosswaite,UK,Fruit & Nut Bars,6/3/2023,"$1,456 ",110
Van Tuxwell,India,70% Dark Bites,6/3/2023,"$6,761 ",379
Jehu Rudeforth,New Zealand   ,70% Dark Bites,6/3/2023,"$1,467 ",127
Marney O'Breen,India ,Almond Choco,6/3/2023,"$3,155 ",41
Brien Boise,UK  ,Manuka Honey Choco,6/3/2023,"$15,872 ",309
Oby Sorrel,Australia,Organic Choco Syrup,6/3/2023,"$12,481 ",242
Oby Sorrel,USA   ,Manuka Honey Choco,6/3/2023,"$1,276 ",100
Curtice Advani,New Zealand   ,Eclairs,6/3/2023,"$5,112 ",345
Dotty Strutley,USA  ,Raspberry Choco,6/3/2023,"$8,903 ",1621
Jan Morforth,Canada,Choco Coated Almonds,6/3/2023,"$7,805 ",149
Camilla Castle,UK ,50% Dark Bites,6/3/2023,"$1,429 ",271
Brien Boise,UK,70% Dark Bites,6/3/2023,"$1,483 ",999
Curtice Advani,India   ,Organic Choco Syrup,6/3/2023,"$8,161 ",62
Dotty Strutley,New Zealand  ,Mint Chip Choco,6/3/2023,"$4,462 ",342
Brien Boise,New Zealand,White Choc,6/3/2023,"$2,788 ",829
Ches Bonnell,USA  ,Orange Choco,6/3/2023,"$7,018 ",92
Kelci Walkden,Canada   ,Orange Choco,6/3/2023,"$2,939 ",221
Gunar Cockshoot,UK   ,Smooth Silky Salty,6/3/2023,$425 ,181
Madelene Upcott,UK ,Fruit & Nut Bars,6/3/2023,"$9,988 ",785
Jan Morforth,UK,Baker's Choco Chips,6/3/2023,"$1,296 ",261
Gigi Bohling,UK  ,50% Dark Bites,6/3/2023,"$9,092 ",321
Roddy Speechley,USA   ,Peanut Butter Cubes,6/3/2023,"$7,983 ",197
Brien Boise,Canada ,Spicy Special Slims,7/3/2023,"$4,721 ",93
Dotty Strutley,UK ,Mint Chip Choco,7/3/2023,"$2,912 ",124
Brien Boise,USA,70% Dark Bites,7/3/2023,$891 ,20
Beverie Moffet,USA ,Raspberry Choco,7/3/2023,$511 ,152
Oby Sorrel,Canada   ,85% Dark Bars,7/3/2023,"$2,405 ",334
Husein Augar,Australia,Drinking Coco,7/3/2023,"$2,270 ",98
Madelene Upcott,New Zealand  ,Orange Choco,7/3/2023,"$3,987 ",145
Jehu Rudeforth,New Zealand  ,Fruit & Nut Bars,8/3/2023,"$9,972 ",90
Andria Kimpton,New Zealand   ,Smooth Silky Salty,8/3/2023,"$3,335 ",295
Marney O'Breen,New Zealand,Milk Bars,8/3/2023,"$4,113 ",423
Wilone O'Kielt,USA,White Choc,8/3/2023,"$4,662 ",245
Roddy Speechley,India,Manuka Honey Choco,8/3/2023,"$5,796 ",168
Gigi Bohling,Canada ,Almond Choco,8/3/2023,"$4,736 ",957
Jehu Rudeforth,Canada  ,Spicy Special Slims,8/3/2023,"$3,317 ",408
Dennison Crosswaite,Canada   ,99% Dark & Pure,8/3/2023,"$7,646 ",61
Madelene Upcott,UK ,85% Dark Bars,8/3/2023,"$4,653 ",176
Karlen McCaffrey,USA ,85% Dark Bars,8/3/2023,"$5,294 ",585
Ches Bonnell,New Zealand   ,Smooth Silky Salty,8/3/2023,"$2,932 ",184
Madelene Upcott,Canada ,Organic Choco Syrup,8/3/2023,"$1,278 ",94
Van Tuxwell,USA,Smooth Silky Salty,8/3/2023,"$6,914 ",5
Roddy Speechley,New Zealand ,Milk Bars,8/3/2023,"$2,707 ",2
Madelene Upcott,UK ,Caramel Stuffed Bars,8/3/2023,"$7,333 ",1260
Barr Faughny,UK   ,Smooth Silky Salty,9/3/2023,"$4,104 ",995
Marney O'Breen,Australia,Choco Coated Almonds,9/3/2023,"$6,381 ",174
Jehu Rudeforth,Canada  ,Almond Choco,9/3/2023,"$10,330 ",801
Madelene Upcott,USA  ,Fruit & Nut Bars,9/3/2023,"$12,785 ",138
Madelene Upcott,Australia  ,Drinking Coco,9/3/2023,"$6,860 ",208
Husein Augar,New Zealand ,Choco Coated Almonds,9/3/2023,"$9,452 ",588
Husein Augar,Canada  ,White Choc,9/3/2023,"$5,762 ",104
Marney O'Breen,UK  ,Drinking Coco,9/3/2023,"$5,729 ",436
Madelene Upcott,New Zealand,Eclairs,9/3/2023,"$3,908 ",654
Oby Sorrel,New Zealand ,99% Dark & Pure,9/3/2023,"$11,329 ",329
Jan Morforth,India,Spicy Special Slims,9/3/2023,"$6,631 ",375
Jehu Rudeforth,New Zealand  ,70% Dark Bites,9/3/2023,"$5,389 ",823
Wilone O'Kielt,Australia,After Nines,9/3/2023,"$8,100 ",508
Brien Boise,India,Milk Bars,9/3/2023,"$12,481 ",104
Oby Sorrel,New Zealand ,85% Dark Bars,9/3/2023,"$3,215 ",33
Husein Augar,USA  ,Raspberry Choco,10/3/2023,"$6,658 ",222
Camilla Castle,India ,Caramel Stuffed Bars,10/3/2023,"$2,322 ",157
Wilone O'Kielt,UK ,85% Dark Bars,10/3/2023,"$3,994 ",63
Rafaelita Blaksland,India   ,Mint Chip Choco,10/3/2023,"$4,424 ",100
Curtice Advani,Australia,Organic Choco Syrup,10/3/2023,"$8,575 ",180
Oby Sorrel,Canada   ,Mint Chip Choco,10/3/2023,"$6,590 ",209
Mallorie Waber,USA   ,Eclairs,10/3/2023,"$3,071 ",6
Van Tuxwell,Canada ,Eclairs,10/3/2023,"$2,543 ",460
Madelene Upcott,New Zealand,White Choc,10/3/2023,"$4,599 ",624
Husein Augar,New Zealand ,Raspberry Choco,10/3/2023,"$7,263 ",1510
Madelene Upcott,Australia ,Orange Choco,10/3/2023,"$4,307 ",259
Rafaelita Blaksland,New Zealand  ,Spicy Special Slims,10/3/2023,"$7,173 ",160
Barr Faughny,India   ,70% Dark Bites,10/3/2023,"$3,393 ",412
Barr Faughny,Australia ,Eclairs,10/3/2023,"$4,320 ",381
Gunar Cockshoot,UK   ,Manuka Honey Choco,10/3/2023,"$15,629 ",55
Rafaelita Blaksland,UK  ,Manuka Honey Choco,10/3/2023,"$8,044 ",354
Wilone O'Kielt,UK ,Eclairs,10/3/2023,"$2,824 ",446
Dennison Crosswaite,Australia ,Peanut Butter Cubes,10/3/2023,"$8,289 ",18
Barr Faughny,New Zealand  ,85% Dark Bars,10/3/2023,"$7,904 ",592
Van Tuxwell,Canada   ,Milk Bars,10/3/2023,"$6,795 ",175
Roddy Speechley,Australia ,Caramel Stuffed Bars,10/3/2023,"$9,054 ",620
Camilla Castle,India ,Organic Choco Syrup,10/3/2023,$914 ,209
Karlen McCaffrey,Australia,Spicy Special Slims,10/3/2023,"$3,879 ",95
Oby Sorrel,India,After Nines,10/3/2023,"$10,838 ",400
Kelci Walkden,UK  ,Baker's Choco Chips,10/3/2023,"$4,417 ",238
Rafaelita Blaksland,Australia   ,After Nines,13/3/2023,"$11,075 ",122
Ches Bonnell,New Zealand  ,Almond Choco,13/3/2023,"$1,748 ",253
Jan Morforth,New Zealand ,70% Dark Bites,13/3/2023,"$1,571 ",77
Barr Faughny,India  ,White Choc,13/3/2023,$527 ,120
Gunar Cockshoot,Canada   ,Orange Choco,13/3/2023,"$19,463 ",649
Oby Sorrel,India  ,Raspberry Choco,13/3/2023,"$1,971 ",15
Dotty Strutley,India,50% Dark Bites,13/3/2023,"$2,277 ",28
Jehu Rudeforth,Australia  ,Fruit & Nut Bars,13/3/2023,"$9,423 ",621
Kelci Walkden,Canada  ,Mint Chip Choco,13/3/2023,"$4,901 ",419
Rafaelita Blaksland,UK,Baker's Choco Chips,13/3/2023,"$4,118 ",193
Rafaelita Blaksland,UK  ,Milk Bars,13/3/2023,"$10,985 ",45
Kaine Padly,Canada ,Smooth Silky Salty,13/3/2023,"$8,170 ",652
Dotty Strutley,Australia ,Fruit & Nut Bars,13/3/2023,"$2,473 ",180
Roddy Speechley,New Zealand   ,Milk Bars,13/3/2023,"$2,088 ",107
Mallorie Waber,UK   ,Milk Bars,13/3/2023,"$8,330 ",42
Kaine Padly,New Zealand  ,Eclairs,13/3/2023,$635 ,23
Kaine Padly,New Zealand,After Nines,13/3/2023,"$4,325 ",1216
Oby Sorrel,New Zealand,After Nines,13/3/2023,"$8,573 ",167
Camilla Castle,New Zealand ,Spicy Special Slims,13/3/2023,"$3,420 ",247
Curtice Advani,USA  ,Caramel Stuffed Bars,13/3/2023,"$1,134 ",124
Husein Augar,USA   ,Almond Choco,13/3/2023,"$5,258 ",314
Kaine Padly,India ,Raspberry Choco,13/3/2023,"$4,520 ",415
Wilone O'Kielt,Canada   ,Eclairs,14/3/2023,"$4,415 ",12
Andria Kimpton,New Zealand ,Manuka Honey Choco,14/3/2023,"$1,535 ",247
Andria Kimpton,UK ,Milk Bars,14/3/2023,"$4,480 ",258
Marney O'Breen,New Zealand ,After Nines,14/3/2023,"$9,189 ",520
Roddy Speechley,India  ,Manuka Honey Choco,14/3/2023,"$3,724 ",60
Oby Sorrel,India   ,After Nines,14/3/2023,"$3,841 ",421
Jehu Rudeforth,Australia   ,Peanut Butter Cubes,14/3/2023,"$3,830 ",52
Brien Boise,India ,Fruit & Nut Bars,14/3/2023,"$9,425 ",373
Gigi Bohling,New Zealand ,70% Dark Bites,14/3/2023,"$10,258 ",323
Kaine Padly,USA,Spicy Special Slims,14/3/2023,"$8,575 ",332
Brien Boise,New Zealand ,Smooth Silky Salty,14/3/2023,"$6,800 ",590
Van Tuxwell,Canada ,Drinking Coco,14/3/2023,$797 ,513
Mallorie Waber,Canada   ,Eclairs,14/3/2023,"$3,917 ",516
Mallorie Waber,India,Eclairs,14/3/2023,"$3,179 ",16
Kelci Walkden,UK   ,Milk Bars,14/3/2023,"$4,970 ",396
Oby Sorrel,USA   ,After Nines,14/3/2023,$747 ,311
Rafaelita Blaksland,UK ,White Choc,14/3/2023,"$3,528 ",312
Karlen McCaffrey,India,Smooth Silky Salty,14/3/2023,"$5,447 ",552
Kaine Padly,UK,Orange Choco,14/3/2023,"$5,753 ",747
Mallorie Waber,Canada   ,Spicy Special Slims,14/3/2023,"$4,471 ",555
Jan Morforth,Canada   ,Almond Choco,14/3/2023,"$7,067 ",211
Andria Kimpton,India   ,99% Dark & Pure,14/3/2023,"$11,828 ",219
Marney O'Breen,Canada,85% Dark Bars,14/3/2023,"$6,939 ",195
Gunar Cockshoot,USA  ,Drinking Coco,14/3/2023,"$6,660 ",129
Oby Sorrel,UK,Organic Choco Syrup,14/3/2023,"$4,543 ",1197
Brien Boise,Australia  ,Baker's Choco Chips,14/3/2023,"$4,219 ",78
Camilla Castle,UK  ,After Nines,14/3/2023,"$13,907 ",475
Kaine Padly,Canada  ,Almond Choco,14/3/2023,"$16,981 ",366
Dennison Crosswaite,Australia,85% Dark Bars,14/3/2023,"$3,238 ",387
Van Tuxwell,Canada,Almond Choco,14/3/2023,"$2,781 ",42
Van Tuxwell,UK ,Milk Bars,14/3/2023,"$8,793 ",98
Brien Boise,India,Smooth Silky Salty,14/3/2023,$909 ,132
Marney O'Breen,India  ,Spicy Special Slims,14/3/2023,"$3,080 ",187
Gunar Cockshoot,USA  ,99% Dark & Pure,14/3/2023,"$1,719 ",367
Rafaelita Blaksland,USA ,Choco Coated Almonds,14/3/2023,"$8,575 ",301
Gigi Bohling,Australia ,White Choc,14/3/2023,"$9,864 ",937
Jan Morforth,New Zealand ,Raspberry Choco,15/3/2023,"$11,005 ",160
Andria Kimpton,Canada ,Eclairs,15/3/2023,"$3,022 ",620
Oby Sorrel,New Zealand,Orange Choco,15/3/2023,"$14,531 ",81
Karlen McCaffrey,UK  ,After Nines,15/3/2023,"$11,178 ",493
Van Tuxwell,UK  ,Choco Coated Almonds,15/3/2023,$698 ,82
Andria Kimpton,Australia   ,Caramel Stuffed Bars,15/3/2023,"$1,964 ",18
Gunar Cockshoot,New Zealand,Eclairs,15/3/2023,$115 ,769
Gigi Bohling,Australia,Drinking Coco,15/3/2023,"$2,284 ",81
Roddy Speechley,USA  ,Drinking Coco,15/3/2023,"$5,517 ",1079
Van Tuxwell,Australia  ,After Nines,15/3/2023,$709 ,336
Van Tuxwell,India   ,Raspberry Choco,15/3/2023,"$9,511 ",566
Karlen McCaffrey,UK,Smooth Silky Salty,15/3/2023,"$8,190 ",595
Rafaelita Blaksland,Australia  ,Peanut Butter Cubes,15/3/2023,"$2,333 ",200
Gigi Bohling,Canada,After Nines,15/3/2023,"$11,059 ",227
Brien Boise,Canada  ,Choco Coated Almonds,15/3/2023,"$5,351 ",73
Camilla Castle,India ,70% Dark Bites,15/3/2023,"$6,840 ",807
Marney O'Breen,USA  ,Mint Chip Choco,15/3/2023,"$1,496 ",10
Kaine Padly,Australia  ,Peanut Butter Cubes,15/3/2023,"$8,960 ",179
Brien Boise,India ,Manuka Honey Choco,15/3/2023,"$5,231 ",256
Rafaelita Blaksland,Australia ,Almond Choco,15/3/2023,"$1,931 ",112
Dotty Strutley,Canada ,White Choc,15/3/2023,"$4,705 ",429
Kelci Walkden,Australia,Organic Choco Syrup,15/3/2023,"$14,562 ",295
Oby Sorrel,New Zealand  ,50% Dark Bites,16/3/2023,"$5,384 ",242
Kaine Padly,Australia,Eclairs,16/3/2023,$644 ,24
Ches Bonnell,Canada ,Orange Choco,16/3/2023,"$4,109 ",131
Gunar Cockshoot,USA  ,Drinking Coco,16/3/2023,"$5,009 ",348
Kelci Walkden,UK ,Organic Choco Syrup,16/3/2023,"$7,598 ",350
Oby Sorrel,Canada   ,Manuka Honey Choco,16/3/2023,"$4,680 ",5
Marney O'Breen,USA,Milk Bars,16/3/2023,$79 ,236
Dennison Crosswaite,Australia  ,85% Dark Bars,16/3/2023,"$10,676 ",940
Jehu Rudeforth,India  ,Peanut Butter Cubes,16/3/2023,"$5,699 ",381
Kaine Padly,India  ,Choco Coated Almonds,16/3/2023,"$6,235 ",71
Kelci Walkden,USA ,Raspberry Choco,16/3/2023,"$1,616 ",396
Camilla Castle,India,Eclairs,16/3/2023,$866 ,61
Camilla Castle,India  ,Drinking Coco,16/3/2023,"$3,231 ",508
Roddy Speechley,USA ,50% Dark Bites,16/3/2023,"$7,542 ",1750
Beverie Moffet,Canada,50% Dark Bites,16/3/2023,"$2,855 ",877
Andria Kimpton,UK,85% Dark Bars,16/3/2023,"$3,209 ",413
Mallorie Waber,UK,Milk Bars,16/3/2023,"$7,157 ",42
Kelci Walkden,Canada  ,After Nines,16/3/2023,"$3,816 ",385
Madelene Upcott,Canada ,Peanut Butter Cubes,17/3/2023,"$7,967 ",924
Beverie Moffet,Australia ,Drinking Coco,17/3/2023,"$1,528 ",67
Madelene Upcott,USA ,After Nines,17/3/2023,"$5,987 ",201
Wilone O'Kielt,New Zealand ,Caramel Stuffed Bars,17/3/2023,"$8,964 ",164
Curtice Advani,India ,70% Dark Bites,17/3/2023,"$7,616 ",264
Karlen McCaffrey,New Zealand ,Drinking Coco,17/3/2023,"$4,457 ",260
Roddy Speechley,USA,Manuka Honey Choco,17/3/2023,"$1,127 ",258
Dotty Strutley,UK  ,70% Dark Bites,17/3/2023,$470 ,417
Curtice Advani,USA,After Nines,17/3/2023,"$5,483 ",672
Camilla Castle,USA   ,Fruit & Nut Bars,17/3/2023,"$1,895 ",413
Mallorie Waber,Australia,50% Dark Bites,17/3/2023,"$2,158 ",189
Gunar Cockshoot,India ,Orange Choco,17/3/2023,"$6,302 ",82
Van Tuxwell,Australia,Drinking Coco,17/3/2023,"$6,800 ",206
Barr Faughny,USA   ,Caramel Stuffed Bars,17/3/2023,"$11,801 ",136
Barr Faughny,UK ,Organic Choco Syrup,17/3/2023,"$5,938 ",426
Gunar Cockshoot,USA,Caramel Stuffed Bars,17/3/2023,"$6,390 ",280
Jan Morforth,New Zealand,99% Dark & Pure,17/3/2023,"$13,293 ",331
Rafaelita Blaksland,New Zealand  ,85% Dark Bars,17/3/2023,"$3,715 ",184
Kaine Padly,New Zealand ,Smooth Silky Salty,17/3/2023,"$12,762 ",45
Wilone O'Kielt,UK,Raspberry Choco,17/3/2023,$279 ,149
Kaine Padly,New Zealand,Drinking Coco,17/3/2023,"$5,254 ",30
Oby Sorrel,New Zealand,Organic Choco Syrup,17/3/2023,"$5,101 ",79
Kelci Walkden,India   ,Smooth Silky Salty,17/3/2023,"$4,068 ",110
Karlen McCaffrey,USA,Drinking Coco,17/3/2023,"$4,874 ",479
Camilla Castle,UK  ,Almond Choco,20/3/2023,"$13,777 ",106
Gunar Cockshoot,USA   ,Peanut Butter Cubes,20/3/2023,"$7,682 ",699
Dotty Strutley,India  ,Spicy Special Slims,20/3/2023,"$12,431 ",533
Marney O'Breen,Australia ,Drinking Coco,20/3/2023,"$5,537 ",232
Brien Boise,Canada ,Caramel Stuffed Bars,20/3/2023,"$10,127 ",354
Rafaelita Blaksland,India ,Baker's Choco Chips,20/3/2023,"$7,884 ",394
Madelene Upcott,India  ,Almond Choco,20/3/2023,"$3,407 ",214
Jehu Rudeforth,Canada,Organic Choco Syrup,20/3/2023,"$11,203 ",396
Dennison Crosswaite,Canada  ,Manuka Honey Choco,20/3/2023,"$1,256 ",93
Oby Sorrel,Canada,Eclairs,20/3/2023,"$1,305 ",448
Beverie Moffet,New Zealand   ,99% Dark & Pure,20/3/2023,"$8,163 ",405
Madelene Upcott,Canada ,Almond Choco,20/3/2023,"$10,744 ",31
Marney O'Breen,Canada ,85% Dark Bars,20/3/2023,"$3,152 ",208
Curtice Advani,India   ,Orange Choco,20/3/2023,"$4,615 ",603
Wilone O'Kielt,New Zealand,Choco Coated Almonds,20/3/2023,"$8,273 ",131
Dennison Crosswaite,India,Raspberry Choco,20/3/2023,"$3,004 ",54
